id,MB_Arew,MB_Apun,MB_gamma,MF_Arew,MF_Apun,MF_gamma,temp,w
1,0.405051508,0.0006115388772,0.00691817453,0.85112929,0.0228265609,0.0138750231699916,0.13167562,0.916788267
2,0.396949638,0.0066220346014,0.00300375579,0.760037521,0.008239822828,0.00981647039,0.131396984,0.85940954
3,0.392758366,0.0016625145579,0.003546641041,0.871484659,0.05545428362,0.05396823883987,0.125653626,0.906998827
4,0.429865426,0.00152809697342,0.009923866545,0.824104976,0.00597294775,0.076796478268954,0.127244367,0.893173335
5,0.418626917,0.0010494533255,0.002521908653,0.814526173,0.01408131199,0.0180764127928,0.131030757,0.926233073
6,0.430835792,0.0026051335834,0.003167570665,0.622349279,0.00944171599,0.00989635649742,0.128167524,0.838579126
7,0.447160015,0.0029794659198,0.003141592845,0.713947808,0.019149772684,0.012212217458,0.129134754,0.87424059
8,0.411419213,0.0015414252209,0.002204817344,0.957993652,0.04704888672,0.0200667467687435,0.126173762,0.857496058
9,0.391994158,0.0006650381929,0.004828585514,0.893880057,0.060076645036,0.0902447224755,0.129138907,0.876094578
10,0.439935773,0.0024863236053,0.004304678295,0.906504841,0.04331035376,0.035843905257,0.133976497,0.865231513
11,0.428879866,0.0007764313583,0.005816259525,0.824088595,0.00612131683,0.024718648956,0.129573666,0.877180443
12,0.417167718,0.0007382320468,0.005869650809,0.858325118,0.01701387997,0.006719401593653,0.131000423,0.909718858
13,0.434246667,0.0025670319933,0.001868866542,0.854005935,0.05892029581,0.037871336793,0.128911504,0.894500521
14,0.405661289,0.0014646445024,0.002539012086,0.58961325,0.0127688193,0.013553742583,0.131304263,0.854596315
15,0.399220293,0.0016039663676,0.00489680293,0.4012135024,0.060204717665,0.02709051911806,0.127565094,0.857903525
16,0.400173517,0.0007163071657,0.003890511331,0.40143633046,0.007132683098,0.056294319157,0.13329569,0.830015144
17,0.414931511,0.0006998646003,0.005320695112,0.785514773,0.0754976813,0.01074959292,0.127165515,0.855135886
18,0.396533738,0.0004242176656,0.003928526839,0.6469312426,0.03606844843,0.04092710233,0.125895252,0.863273782
19,0.403615552,0.000674705863,0.004001424645,0.773407235,0.0152741757,0.010483161789,0.133204015,0.804795916
20,0.390398823,0.0028462395443,0.0034353657332,0.558232482,0.03380083652,0.006090871595,0.128666855,0.861856179
21,0.412451406,0.00088182203713,0.00405177543,0.913576989,0.002146337889,0.0405616418834,0.132738807,0.860231691
22,0.442669068,0.0006979997693,0.001888456191,0.527835142,0.031868461546,0.01953837971,0.128968206,0.880199444
23,0.39731344,0.00105744199765,0.003938730542,0.650197238,0.00537802135,0.107599744446428,0.12974879,0.860705885
24,0.394254197,0.0004911314896,0.004065796202,0.868489333,0.04750717204,0.09400218087655,0.129415661,0.86124272
25,0.433994332,0.0004704960086,0.00565569965,0.864558489,0.020270411785,0.011702799341,0.122798639,0.877666951
26,0.397814421,0.0014926029981,0.002317565196,0.885735237,0.01142401151,0.0491913149317626,0.129085899,0.846902562
27,0.414800437,0.001540545191,0.003696826745,0.897362271,0.00702406553,0.014320784463224,0.129308713,0.860758462
28,0.417819035,0.0030868095126,0.0027354434685,0.892128796,0.022122511866,0.194885752686925,0.128775797,0.875540666
29,0.433652989,0.0009352141092,0.007992195611,0.902566776,0.00898692189,0.01149913950223,0.131441,0.882686284
30,0.42697899,0.00202220883001,0.004037121759,0.688701809,0.00308427255,0.006545144777,0.128276952,0.823533742
31,0.4185155,0.0015097616463,0.00283593856,0.84872404,0.01471237977,0.0087677041288,0.131802195,0.881171299
32,0.409951855,0.00106346361223,0.00517914335,0.87202006,0.024987446598,0.0158389523500869,0.120853837,0.868465931
33,0.409472931,0.00051560454818,0.004058967835,0.4268719167,0.00689579147147,0.0068223428614514,0.12812724,0.878009459
34,0.417720353,0.0007111638389,0.002071106745,0.851406459,0.13251036995,0.057241064201781,0.126942692,0.878948639
35,0.398996436,0.0016446563746,0.003766685667,0.869751147,0.028295992351,0.070069273949,0.12988159,0.866230759
36,0.401612496,0.001003766552,0.00288360181,0.92745175,0.03507911892,0.008339422580385,0.131669376,0.870644347
37,0.40459554,0.00215274225945,0.00400998998,0.9014473,0.0401290702545,0.074173834216224,0.131433044,0.890052658
38,0.406928892,0.0007949478563,0.0031780809,0.437724102,0.0082926558235,0.0416614845954,0.123522989,0.863060979
39,0.418954349,0.0005873296373,0.004251176649,0.399274253,0.003100073833,0.0692411191900096,0.126669041,0.868814855
40,0.398334113,0.0015454888426,0.002013565233,0.844285444,0.016279127227,0.01966612727592,0.131818365,0.836839504
41,0.398613535,0.00065265357791,0.004226559976,0.5217048038,0.009970652226,0.01421354105043,0.125889738,0.861998264
42,0.426527354,0.00272509788208,0.005412484917,0.833146085,0.021257382797,0.00720746512527,0.125908811,0.846080926
43,0.396815508,0.0005079210807,0.003448329575,0.4917506664,0.01580945674,0.046227289241,0.123442835,0.83531805
44,0.403234861,0.0010429445124,0.004750660011,0.904811203,0.004734546631,0.03126527676288,0.132205405,0.890689652
45,0.410732529,0.00619144298401,0.00470934886,0.810263883,0.01303361587,0.0463770157089,0.128487596,0.884122473
46,0.422636471,0.00177579130507,0.005609844601,0.924169925,0.026126813929,0.003424168334,0.129322752,0.869273156
47,0.381890427,0.00147718811465,0.00525894703,0.778271206,0.06793433357,0.0146861334355,0.130589543,0.903201999
48,0.401504705,0.0007368954679,0.002079548166,0.775436579,0.01313401929,0.02910511198,0.128676978,0.885422289
49,0.399352162,0.0008878748265,0.005360770922,0.897556945,0.006117364608,0.0180722208088,0.126922161,0.903458533
50,0.393040495,0.00204016401903,0.001513606558,0.722111901,0.093299032195,0.0057257264354,0.126812227,0.85273869
