id,MB_Arew,MB_Apun,MB_gamma,MF_Arew,MF_Apun,MF_gamma,temp,w
1,0.534943727,0.00415465155558,0.012872598918,0.75039095774,0.634417185017,0.0083494047869935,0.175163935,0.847952805
2,0.537548849,0.0039543549588,0.030957558666,0.695767901,0.0135004136380892,0.00433445806776,0.175209403,0.876761103
3,0.532466912,0.00476611735342,0.0577737979652,0.7028632096647,0.199629762518354,0.0216110023188,0.175185001,0.846458355
4,0.536158639,0.002659434883992,0.010632470354,0.827271523,0.758204624621902,0.006281579444535,0.175213109,0.873750701
5,0.537137234,0.0023764240518,0.024089526823,0.924305558,0.2130093647836,0.140372594926,0.175055408,0.880576821
6,0.532087766,0.0031977081588,0.02790654032,0.477274319,0.0448556338458958,0.0450783166135,0.175221517,0.921984479
7,0.536785746,0.001469465848358,0.024261043686,0.758054821,0.203843831838,0.0553174102339,0.175210455,0.895491543
8,0.534811618,0.00233113292622,0.0228061347324,0.768612978,0.0972866990992651,0.03629633996891,0.175215878,0.865126615
9,0.53377599,0.00260808190436,0.03250062508,0.744760193,0.0128409804177499,0.060974290396,0.175272718,0.862978176
10,0.533082613,0.0025543792022,0.018344507182,0.6852672707424,0.000708042144066209,0.00812646352,0.175190144,0.898277064
11,0.533965692,0.0031605946876,0.0257520738294,0.603603542,0.092469081856,0.0320104112968,0.175170119,0.868610901
12,0.531865288,0.00320004565058,0.013581160064,0.5919426752,0.0414852775796201,0.00581161718979999,0.17521592,0.849395883
13,0.537365475,0.0020933003716,0.0184892870905,0.77693757889,0.162935883253544,0.0492148389184,0.175169623,0.873740091
14,0.535449769,0.00536950832447,0.0219056018366,0.786254496,0.53526267013387,0.00915654644136855,0.175132104,0.82940644
15,0.537137552,0.00310265823708,0.038675444658,0.651503062,0.0505180782021918,0.039943901937,0.175206749,0.854591098
16,0.538552855,0.003560638139812,0.021470129866,0.5451540888,0.0140203125550634,0.029996166053,0.175140736,0.831120167
17,0.537979178,0.0026848701285,0.01002636728,0.710243023,0.0247367116708881,0.00621746998139,0.175115328,0.898826009
18,0.538731942,0.002681743917936,0.028176332032,0.5588172342,0.000559853576416399,0.032753443411585,0.175022853,0.90598725
19,0.535331456,0.0031958591353,0.024874101498,0.810481446,0.162903801855524,0.04500673785103,0.175175173,0.864933578
20,0.533770828,0.00324218997604,0.010110822768,0.815706785,0.253804758682894,0.0708511453061,0.175159539,0.854517074
21,0.537677318,0.004556572088,0.022209822626,0.6124135264,0.24698366521695,0.069958076538541,0.175161438,0.867564301
22,0.535358971,0.002608351589,0.043333881538,0.5376176168,0.167875796374061,0.046327937144883,0.175148341,0.85317336
23,0.537160902,0.00443359077666,0.03628651419,0.5119304502,0.0952709282623142,0.0114692557372,0.175255495,0.839796737
24,0.534256268,0.0058540621338,0.009505524408,0.6865421,0.132451530325413,0.072080777558,0.175256554,0.816995687
